READ SERR 1 2
@./plot/relionCp-nk_pl-delchi.pco
!
8.23999977 3.99999619E-2 -1.05690801 1
8.31999969 3.99999619E-2 4.23598066E-2 1
8.39999962 3.99999619E-2 -0.745519578 1
8.47999954 4.00004387E-2 -0.329449683 1
8.56000042 3.99999619E-2 -0.601616383 1
8.64000034 3.99999619E-2 0.199225277 1
8.72000027 3.99999619E-2 -0.821884155 1
8.80000019 3.99999619E-2 -0.309232563 1
8.88000011 3.99999619E-2 -1.5671078 1
8.96000004 3.99999619E-2 1.1566844 1
9.03999996 3.99999619E-2 0.472665131 1
9.11999989 3.99999619E-2 -0.716333032 1
9.19999981 3.99999619E-2 6.06270228E-3 1
9.27999973 3.99999619E-2 1.26214719 1
9.35999966 3.99999619E-2 0.782174528 1
9.43999958 3.99999619E-2 1.16235662 1
9.52000046 4.00004387E-2 1.681494 1
9.60000038 3.99999619E-2 0.440885812 1
9.68000031 3.99999619E-2 -0.261779159 1
9.76000023 3.99999619E-2 -2.19559622 1
9.84000015 3.99999619E-2 -2.16138922E-2 1
9.92000008 3.99999619E-2 1.71328342 1
10 3.99999619E-2 1.60794985 1
10.0799999 3.99999619E-2 -1.09920299 1
10.1599998 3.99999619E-2 0.688416779 1
10.2399998 3.99999619E-2 0.458280325 1
10.3199997 3.99999619E-2 1.11799705 1
10.3999996 3.99999619E-2 -1.6608057 1
10.4799995 4.00004387E-2 1.01440024 1
10.5600004 3.99999619E-2 0.450031906 1
10.6400003 3.99999619E-2 -1.29481542 1
10.7200003 3.99999619E-2 -0.373781204 1
10.8000002 3.99999619E-2 0.393007219 1
10.8800001 3.99999619E-2 0.636504531 1
10.96 3.99999619E-2 0.526755989 1
11.0599995 5.99999428E-2 0.764769375 1
11.1800003 5.99999428E-2 1.59624588 1
11.2999992 5.99999428E-2 1.33517802 1
11.4200001 5.99999428E-2 -0.926845372 1
11.54 6.00004196E-2 -1.63590133 1
11.6599998 5.99999428E-2 -0.559129179 1
11.7800007 5.99999428E-2 -0.749926388 1
11.8999996 5.99999428E-2 0.80706352 1
12.0200005 5.99999428E-2 1.3326751 1
12.1399994 5.99999428E-2 -0.992218494 1
12.2600002 5.99999428E-2 1.52814102 1
12.3799992 5.99999428E-2 1.57469583 1
12.5200005 8.00004005E-2 1.349702 1
12.6800003 7.99999237E-2 1.67164528 1
12.8400002 7.99999237E-2 0.681370974 1
13 7.99999237E-2 -0.469933361 1
13.1599998 7.99999237E-2 -0.329725981 1
13.3199997 7.99999237E-2 0.240258649 1
13.4799995 8.00004005E-2 -0.222689196 1
13.6400003 7.99999237E-2 -0.672798753 1
13.8199997 9.99999046E-2 1.50270176 1
14.0200005 9.99999046E-2 -1.3278966 1
14.2199993 9.99999046E-2 0.87724781 1
14.4200001 0.100000381 -0.244894102 1
14.6200008 9.99999046E-2 2.21822858 1
14.8199997 9.99999046E-2 -1.28502202 1
15.04 0.119999886 0.35384956 1
15.2799997 0.119999886 0.376122981 1
15.5200005 0.120000362 -0.309392184 1
15.7600002 0.119999886 -0.324423134 1
16.0200005 0.139999866 0.599803507 1
16.2999992 0.140000343 -0.203616127 1
16.5799999 0.13999939 0.211903468 1
16.8800011 0.160000801 -0.342522562 1
17.2000008 0.159999847 -0.417161793 1
17.5200005 0.159999847 3.16493607 1
17.8600006 0.180000305 -0.192238614 1
18.2400017 0.199999809 -1.50975966 1
18.6399994 0.199999809 0.657432854 1
19.0600014 0.220000267 0.867594957 1
19.5 0.219999313 1.71429384 1
19.9599991 0.240000725 0.321083158 1
20.4599991 0.259999275 2.16191506 1
21.0200005 0.300000191 -0.836941719 1
21.6399994 0.319999695 0.274567276 1
22.3199997 0.36000061 0.964226604 1
23.1000004 0.420000076 -9.84089002E-2 1
23.9799995 0.460000038 3.97830796 1
24.9799995 0.539999962 3.98781157 1
26.1800003 0.659999847 2.26864862 1
27.7399998 0.899999619 0.788395643 1
29.7399998 1.10000038 2.00686216 1
32.4799995 1.63999939 -0.323464185 1
36.1199989 2 1.50365345E-2 1
40.1199989 2 -0.667833149 1
44.2399979 2.12000084 1.44544518 1
49.9400024 3.57999992 1.24410224 1
59.9199982 6.39999962 1.3975215 1
72.2599945 5.93999863 0.80564785 1
NO NO NO NO
3.01999998 1.99999809E-2 0.718292892 1
3.05999994 1.99999809E-2 0.588155687 1
3.0999999 1.99999809E-2 1.45315933 1
3.13999987 2.00001001E-2 1.00187647 1
3.18000007 1.99999809E-2 2.16626573 1
3.22000003 1.99999809E-2 -0.40382579 1
3.25999999 1.99999809E-2 0.333733171 1
3.29999995 1.99999809E-2 1.80528796 1
3.33999991 1.99999809E-2 0.314421713 1
3.38000011 2.00001001E-2 1.56797111 1
3.42000008 1.99999809E-2 1.29333746 1
3.46000004 1.99999809E-2 -0.312177658 1
3.5 1.99999809E-2 1.14676034 1
3.53999996 1.99999809E-2 -1.37330854 1
3.57999992 1.99999809E-2 -1.38523197 1
3.61999989 2.00001001E-2 0.450609565 1
3.66000009 1.99999809E-2 -7.89792836E-2 1
3.70000005 1.99999809E-2 0.408084065 1
3.74000001 1.99999809E-2 -0.43917498 1
3.77999997 1.99999809E-2 9.01777521E-2 1
3.81999993 1.99999809E-2 0.238402829 1
3.86000013 2.00001001E-2 1.07275081 1
3.9000001 1.99999809E-2 -0.255041271 1
3.94000006 1.99999809E-2 2.00069594 1
3.98000002 1.99999809E-2 1.35810387 1
4.01999998 1.99999809E-2 -1.35856128 1
4.05999994 1.99999809E-2 0.268964887 1
4.0999999 1.99999809E-2 2.81092897E-2 1
4.13999987 1.99999809E-2 1.96035433 1
4.17999983 1.99999809E-2 0.820064068 1
4.21999979 1.99999809E-2 0.340426594 1
4.26000023 2.00002193E-2 0.452977479 1
4.30000019 1.99999809E-2 -0.8560583 1
4.34000015 1.99999809E-2 -2.31196046 1
4.38000011 1.99999809E-2 -0.183031425 1
4.42000008 1.99999809E-2 -9.01338384E-2 1
4.46000004 1.99999809E-2 0.704622567 1
4.5 1.99999809E-2 -1.53829336 1
4.53999996 1.99999809E-2 -0.65012306 1
4.57999992 1.99999809E-2 -0.394560903 1
4.61999989 1.99999809E-2 0.804882824 1
4.65999985 1.99999809E-2 -8.71072188E-2 1
4.69999981 1.99999809E-2 -0.605103076 1
4.73999977 2.00002193E-2 -0.817204416 1
4.78000021 1.99999809E-2 -0.904336035 1
4.82000017 1.99999809E-2 -2.07299948 1
4.86000013 1.99999809E-2 2.236063 1
4.9000001 1.99999809E-2 0.535106838 1
4.94000006 1.99999809E-2 -6.21134117E-2 1
4.98000002 1.99999809E-2 0.556058288 1
5.01999998 1.99999809E-2 -0.55264467 1
5.05999994 1.99999809E-2 4.50797789E-2 1
5.0999999 1.99999809E-2 0.352989525 1
5.13999987 1.99999809E-2 1.26440179 1
5.17999983 1.99999809E-2 1.89634645 1
5.21999979 1.99999809E-2 0.984973907 1
5.26000023 2.00002193E-2 1.10092866 1
5.30000019 1.99999809E-2 1.5712229 1
5.34000015 1.99999809E-2 0.332545996 1
5.38000011 1.99999809E-2 0.279343039 1
5.42000008 1.99999809E-2 -2.30441056E-2 1
5.46000004 1.99999809E-2 -2.33928617E-2 1
5.5 1.99999809E-2 0.295089811 1
5.53999996 1.99999809E-2 0.377786219 1
5.57999992 1.99999809E-2 0.113714829 1
5.61999989 1.99999809E-2 0.979114175 1
5.65999985 1.99999809E-2 0.225703046 1
5.69999981 1.99999809E-2 -0.932754517 1
5.73999977 2.00002193E-2 0.718082786 1
5.78000021 1.99999809E-2 1.1442107 1
5.82000017 1.99999809E-2 1.28563631 1
5.86000013 1.99999809E-2 1.44560325 1
5.9000001 1.99999809E-2 -0.951415122 1
5.94000006 1.99999809E-2 -0.527783513 1
5.98000002 1.99999809E-2 0.661233008 1
6.01999998 1.99999809E-2 -0.986736178 1
6.05999994 1.99999809E-2 0.673592269 1
6.0999999 1.99999809E-2 1.42969298 1
6.13999987 1.99999809E-2 -0.93221432 1
6.17999983 1.99999809E-2 -0.408887237 1
6.21999979 1.99999809E-2 0.362866312 1
6.26000023 2.00002193E-2 0.407037765 1
6.30000019 1.99999809E-2 2.01424813 1
6.34000015 1.99999809E-2 -1.16793609 1
6.38000011 1.99999809E-2 0.407431066 1
6.42000008 1.99999809E-2 -2.21648812E-2 1
6.46000004 1.99999809E-2 -0.179373264 1
6.5 1.99999809E-2 1.71880567 1
6.53999996 1.99999809E-2 0.741271973 1
6.57999992 1.99999809E-2 0.194183588 1
6.61999989 1.99999809E-2 0.539536893 1
6.65999985 1.99999809E-2 -1.64636075 1
6.69999981 1.99999809E-2 -1.43702197 1
6.73999977 2.00002193E-2 0.153444946 1
6.78000021 1.99999809E-2 -0.367444158 1
6.82000017 1.99999809E-2 0.62733084 1
6.86000013 1.99999809E-2 -0.539798796 1
6.9000001 1.99999809E-2 -0.355735898 1
6.94000006 1.99999809E-2 0.340264648 1
6.98000002 1.99999809E-2 -1.27309799 1
7.01999998 1.99999809E-2 -1.07968891 1
7.05999994 1.99999809E-2 0.938813806 1
7.0999999 1.99999809E-2 -1.13289666 1
7.13999987 1.99999809E-2 -0.233668253 1
7.17999983 1.99999809E-2 -0.295425922 1
7.21999979 1.99999809E-2 1.52215135 1
7.26000023 2.00002193E-2 1.10906614E-2 1
7.30000019 1.99999809E-2 -3.66079845E-2 1
7.34000015 1.99999809E-2 0.293303221 1
7.38000011 1.99999809E-2 -1.56984699 1
7.42000008 1.99999809E-2 1.17552459 1
7.46000004 1.99999809E-2 -0.299195468 1
7.5 1.99999809E-2 -0.885910273 1
7.53999996 1.99999809E-2 3.38639665 1
7.57999992 1.99999809E-2 -4.80690636E-2 1
7.61999989 1.99999809E-2 -0.532746077 1
7.65999985 1.99999809E-2 0.165320575 1
7.69999981 1.99999809E-2 -1.89702868 1
7.73999977 2.00002193E-2 -4.80541203E-4 1
7.78000021 1.99999809E-2 -0.777682722 1
7.82000017 1.99999809E-2 9.51045603E-2 1
7.86000013 1.99999809E-2 -0.944070518 1
7.9000001 1.99999809E-2 0.395242125 1
7.94000006 1.99999809E-2 -0.642591178 1
8 3.99999619E-2 -0.36942485 1
8.07999992 3.99999619E-2 0.512772858 1
8.15999985 3.99999619E-2 0.560925901 1
8.23999977 3.99999619E-2 0.206284449 1
8.31999969 3.99999619E-2 -0.747194469 1
8.39999962 3.99999619E-2 0.574776649 1
8.47999954 4.00004387E-2 -0.3952218 1
8.56000042 3.99999619E-2 2.93998361 1
8.64000034 3.99999619E-2 0.732504845 1
8.72000027 3.99999619E-2 -0.349277884 1
8.80000019 3.99999619E-2 -8.09303895E-2 1
8.88000011 3.99999619E-2 -1.32513773 1
8.96000004 3.99999619E-2 0.503232419 1
9.03999996 3.99999619E-2 -0.148627743 1
9.11999989 3.99999619E-2 -0.582232237 1
9.19999981 3.99999619E-2 -0.229851663 1
9.27999973 3.99999619E-2 0.6150406 1
9.35999966 3.99999619E-2 0.495580047 1
9.43999958 3.99999619E-2 0.115543023 1
9.52000046 4.00004387E-2 -0.876538277 1
9.60000038 3.99999619E-2 -2.2418623 1
9.68000031 3.99999619E-2 1.77317667 1
9.76000023 3.99999619E-2 -1.14160192 1
9.84000015 3.99999619E-2 -0.178527281 1
9.92000008 3.99999619E-2 -0.328940958 1
10 3.99999619E-2 -0.350814939 1
10.0799999 3.99999619E-2 0.281603366 1
10.1599998 3.99999619E-2 -0.869721889 1
10.2399998 3.99999619E-2 -1.41873729 1
10.3199997 3.99999619E-2 -0.939734101 1
10.3999996 3.99999619E-2 -0.500730276 1
10.4799995 4.00004387E-2 -2.45832849 1
10.5600004 3.99999619E-2 0.351420552 1
10.6400003 3.99999619E-2 0.228147477 1
10.7399998 5.99999428E-2 0.537922323 1
10.8600006 5.99999428E-2 -0.415252566 1
10.9799995 5.99999428E-2 -1.81204546E-2 1
11.1000004 5.99999428E-2 2.45330191 1
11.2199993 5.99999428E-2 -4.4017449E-2 1
11.3400002 5.99999428E-2 -1.90137851 1
11.46 6.00004196E-2 -0.293253422 1
11.5799999 5.99999428E-2 -1.09566081 1
11.7000008 5.99999428E-2 -2.68355823 1
11.8199997 5.99999428E-2 1.0065006 1
11.9400005 5.99999428E-2 1.12993062 1
12.0799999 7.99999237E-2 1.46346498 1
12.2399998 7.99999237E-2 1.41916692 1
12.3999996 7.99999237E-2 1.12875748 1
12.5599995 8.00004005E-2 0.529028118 1
12.7200003 7.99999237E-2 -1.77560854 1
12.8800001 7.99999237E-2 -0.466798812 1
13.04 7.99999237E-2 -0.760188222 1
13.1999998 7.99999237E-2 -0.312209934 1
13.3799992 9.99999046E-2 -0.947673619 1
13.5799999 0.100000381 -1.17478526 1
13.7800007 9.99999046E-2 -0.690212429 1
13.9799995 9.99999046E-2 -0.848594368 1
14.1800003 9.99999046E-2 -0.692135096 1
14.3799992 9.99999046E-2 0.185363248 1
14.6000004 0.120000362 -0.191127226 1
14.8400002 0.119999886 1.17480052 1
15.0799999 0.119999886 0.283017486 1
15.3400002 0.139999866 -0.106274471 1
15.6199999 0.140000343 0.106357284 1
15.9000006 0.140000343 0.578660607 1
16.2000008 0.159999847 -0.811078668 1
16.5200005 0.159999847 1.91757071 1
16.8400002 0.159999847 1.38547504 1
17.1800003 0.180000305 -1.51448226 1
17.5400009 0.179999352 -0.781363189 1
17.9200001 0.200000763 -0.438321412 1
18.3400002 0.219999313 -1.19977069 1
18.7999992 0.240000725 -2.48490763 1
19.2800007 0.239999771 -1.44829988 1
19.7800007 0.260000229 -0.112496853 1
20.3400002 0.299999237 -2.03241825 1
20.9599991 0.320000648 -2.3786037 1
21.6399994 0.359999657 0.631650269 1
22.3999996 0.399999619 -0.363508046 1
23.2599983 0.460000038 -0.235778928 1
24.2599983 0.539999962 0.235591009 1
25.4599991 0.660000801 -2.14520788 1
27 0.879999161 -1.8792932 1
29 1.12000084 0.81599164 1
31.6800003 1.56000042 0.705631256 1
35.2400017 2 2.88805437 1
39.2400017 2 0.205272779 1
43.3600006 2.11999893 2.12418628 1
48.7999992 3.31999969 1.85606658 1
57.9599991 5.84000015 1.29979408 1
71.1200027 7.3200016 1.11188936 1
